Age,Gender,Avg_Daily_Screen_Time_hr,Primary_Device,Exceeded_Recommended_Limit,Educational_to_Recreational_Ratio,Health_Impacts,Urban_or_Rural,Age_Band,Date,Day_Type,Educational_Time,Recreational_Time
10,Female,2.96,TV,True,0.59,None,Urban,6-10,2025-10-05,Weekend,1.7464,1.2136
10,Male,2.55,TV,True,0.5,None,Rural,6-10,2025-10-01,Weekday,1.275,1.275
15,Female,4.11,Tablet,True,0.34,"Eye Strain, Anxiety",Urban,11-15,2025-10-10,Weekday,1.3974000000000002,2.7126
12,Male,4.16,Laptop,True,0.35,"Eye Strain, Anxiety",Urban,11-15,2025-10-27,Weekday,1.456,2.704
11,Female,5.59,Smartphone,True,0.46,Poor Sleep,Rural,11-15,2025-10-29,Weekday,2.5714,3.0185999999999997
15,Female,4.99,Smartphone,True,0.46,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-31,Weekday,2.2954000000000003,2.6946
13,Male,2.5,Smartphone,False,0.47,None,Rural,11-15,2025-10-19,Weekend,1.1749999999999998,1.3250000000000002
9,Male,5.79,Tablet,True,0.51,Poor Sleep,Urban,6-10,2025-10-04,Weekend,2.9529,2.8371
11,Female,8.55,Tablet,True,0.39,"Poor Sleep, Anxiety, Obesity Risk",Urban,11-15,2025-10-03,Weekday,3.3345000000000002,5.2155000000000005
18,Female,5.12,Smartphone,True,0.44,"Poor Sleep, Anxiety, Obesity Risk",Urban,16-20,2025-10-15,Weekday,2.2528,2.8672
11,Male,5.06,Smartphone,True,0.49,None,Urban,11-15,2025-10-14,Weekday,2.4793999999999996,2.5806
13,Male,6.01,Smartphone,True,0.3,Poor Sleep,Urban,11-15,2025-10-17,Weekday,1.803,4.207
13,Female,3.47,Tablet,True,0.37,Eye Strain,Rural,11-15,2025-10-24,Weekday,1.2839,2.1861
8,Male,4.07,TV,True,0.57,Poor Sleep,Urban,6-10,2025-10-18,Weekend,2.3199,1.7501000000000002
15,Female,5.56,Smartphone,True,0.39,Poor Sleep,Rural,11-15,2025-10-25,Weekend,2.1684,3.3915999999999995
13,Male,4.23,TV,True,0.5,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-08,Weekday,2.115,2.115
10,Male,5.49,Smartphone,True,0.57,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-23,Weekday,3.1292999999999997,2.3607000000000005
16,Female,4.16,Smartphone,True,0.41,Eye Strain,Urban,16-20,2025-10-07,Weekday,1.7056,2.4544
9,Male,1.76,Smartphone,False,0.41,None,Rural,6-10,2025-10-14,Weekday,0.7215999999999999,1.0384000000000002
18,Female,4.32,Smartphone,True,0.42,Poor Sleep,Urban,16-20,2025-10-19,Weekend,1.8144,2.5056000000000003
15,Male,4.12,Smartphone,True,0.4,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-15,Weekday,1.6480000000000001,2.472
17,Female,6.34,Tablet,True,0.47,Eye Strain,Urban,16-20,2025-10-30,Weekday,2.9797999999999996,3.3602000000000003
10,Female,2.28,TV,True,0.5,None,Urban,6-10,2025-10-28,Weekday,1.14,1.14
12,Male,2.85,Tablet,False,0.3,None,Rural,11-15,2025-10-06,Weekday,0.855,1.995
13,Female,4.18,Smartphone,True,0.39,Poor Sleep,Urban,11-15,2025-10-25,Weekend,1.6301999999999999,2.5498
17,Male,4.92,Smartphone,True,0.35,None,Urban,16-20,2025-10-22,Weekday,1.722,3.198
13,Female,3.07,TV,True,0.4,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-02,Weekday,1.228,1.8419999999999999
11,Female,3.05,Smartphone,True,0.5,Poor Sleep,Urban,11-15,2025-10-28,Weekday,1.525,1.525
10,Female,13.01,Smartphone,True,0.57,"Poor Sleep, Anxiety",Urban,6-10,2025-10-15,Weekday,7.415699999999999,5.5943000000000005
11,Female,4.33,Smartphone,True,0.45,Eye Strain,Rural,11-15,2025-10-04,Weekend,1.9485000000000001,2.3815
8,Male,2.64,TV,True,0.6,None,Urban,6-10,2025-10-28,Weekday,1.584,1.056
11,Male,5.61,Smartphone,True,0.5,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15,2025-10-29,Weekday,2.805,2.805
8,Male,1.52,Smartphone,False,0.6,None,Rural,6-10,2025-10-26,Weekend,0.9119999999999999,0.6080000000000001
8,Female,4.31,Smartphone,True,0.44,"Eye Strain, Anxiety",Urban,6-10,2025-10-22,Weekday,1.8963999999999999,2.4135999999999997
17,Male,4.08,Smartphone,True,0.4,None,Rural,16-20,2025-10-01,Weekday,1.6320000000000001,2.448
13,Female,4.25,Smartphone,True,0.3,Poor Sleep,Rural,11-15,2025-10-20,Weekday,1.275,2.975
12,Male,4.45,Laptop,True,0.4,Poor Sleep,Urban,11-15,2025-10-02,Weekday,1.7800000000000002,2.67
18,Male,6.34,Smartphone,True,0.41,Anxiety,Urban,16-20,2025-10-14,Weekday,2.5993999999999997,3.7406
11,Female,3.8,Smartphone,True,0.45,None,Urban,11-15,2025-10-04,Weekend,1.71,2.09
18,Female,3.52,Tablet,True,0.36,None,Rural,16-20,2025-10-15,Weekday,1.2671999999999999,2.2528
10,Male,7.87,Smartphone,True,0.6,None,Rural,6-10,2025-10-31,Weekday,4.7219999999999995,3.1480000000000006
8,Male,1.15,Tablet,False,0.45,None,Urban,6-10,2025-10-06,Weekday,0.5175,0.6325
13,Female,3.11,TV,True,0.32,None,Rural,11-15,2025-10-26,Weekend,0.9952,2.1148
9,Female,4.15,Tablet,True,0.48,"Poor Sleep, Obesity Risk",Urban,6-10,2025-10-24,Weekday,1.992,2.1580000000000004
15,Female,3.79,Laptop,True,0.37,Poor Sleep,Rural,11-15,2025-10-24,Weekday,1.4023,2.3876999999999997
17,Male,4.89,Smartphone,True,0.36,None,Urban,16-20,2025-10-10,Weekday,1.7603999999999997,3.1296
12,Female,4.53,TV,True,0.35,None,Urban,11-15,2025-10-05,Weekend,1.5855,2.9445000000000006
14,Female,4.16,TV,True,0.39,None,Urban,11-15,2025-10-05,Weekend,1.6224,2.5376000000000003
17,Male,3.85,TV,True,0.47,Poor Sleep,Urban,16-20,2025-10-04,Weekend,1.8094999999999999,2.0405
9,Female,0.78,TV,False,0.51,None,Urban,6-10,2025-10-08,Weekday,0.39780000000000004,0.3822
15,Female,5.05,Smartphone,True,0.48,Poor Sleep,Urban,11-15,2025-10-01,Weekday,2.424,2.626
9,Male,9.29,Tablet,True,0.59,Poor Sleep,Rural,6-10,2025-10-19,Weekend,5.4811,3.8088999999999995
11,Female,3.61,TV,True,0.42,Poor Sleep,Rural,11-15,2025-10-29,Weekday,1.5162,2.0938
8,Male,2.04,TV,True,0.54,None,Urban,6-10,2025-10-11,Weekend,1.1016000000000001,0.9383999999999999
12,Male,5.36,Smartphone,True,0.47,"Poor Sleep, Anxiety, Obesity Risk",Rural,11-15,2025-10-06,Weekday,2.5192,2.8408
16,Female,4.31,Smartphone,True,0.45,None,Rural,16-20,2025-10-29,Weekday,1.9394999999999998,2.3705
8,Male,4.38,Smartphone,True,0.59,Obesity Risk,Urban,6-10,2025-10-15,Weekday,2.5841999999999996,1.7958000000000003
16,Male,5.68,Laptop,True,0.49,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-18,Weekend,2.7832,2.8968
18,Female,2.39,Laptop,False,0.43,None,Rural,16-20,2025-10-31,Weekday,1.0277,1.3623
15,Female,5.08,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-21,Weekday,2.4384,2.6416
13,Female,4.52,Smartphone,True,0.33,Poor Sleep,Urban,11-15,2025-10-26,Weekend,1.4916,3.0283999999999995
14,Female,4.06,Laptop,True,0.35,Poor Sleep,Urban,11-15,2025-10-09,Weekday,1.4209999999999998,2.639
10,Female,0.0,Smartphone,False,0.43,None,Urban,6-10,2025-10-08,Weekday,0.0,0.0
8,Female,0.0,Smartphone,False,0.53,None,Urban,6-10,2025-10-21,Weekday,0.0,0.0
12,Male,5.22,Smartphone,True,0.45,None,Rural,11-15,2025-10-03,Weekday,2.3489999999999998,2.871
9,Male,5.56,Tablet,True,0.57,Poor Sleep,Urban,6-10,2025-10-19,Weekend,3.1691999999999996,2.3908
12,Female,3.29,TV,True,0.32,Eye Strain,Urban,11-15,2025-10-02,Weekday,1.0528,2.2372
15,Female,4.74,TV,True,0.46,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-19,Weekend,2.1804,2.5596
18,Female,3.9,TV,True,0.32,Poor Sleep,Rural,16-20,2025-10-10,Weekday,1.248,2.652
16,Male,5.14,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-24,Weekday,1.7476,3.3923999999999994
9,Female,0.81,TV,False,0.42,None,Urban,6-10,2025-10-10,Weekday,0.3402,0.46980000000000005
10,Female,3.17,TV,True,0.42,Poor Sleep,Rural,6-10,2025-10-15,Weekday,1.3314,1.8386
10,Male,5.61,TV,True,0.5,Poor Sleep,Rural,6-10,2025-10-29,Weekday,2.805,2.805
8,Male,7.93,Smartphone,True,0.45,"Poor Sleep, Eye Strain, Obesity Risk",Urban,6-10,2025-10-04,Weekend,3.5685,4.3614999999999995
15,Female,3.26,TV,True,0.45,"Poor Sleep, Anxiety",Rural,11-15,2025-10-29,Weekday,1.4669999999999999,1.793
13,Male,4.28,Smartphone,True,0.44,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-29,Weekday,1.8832000000000002,2.3968
15,Male,4.4,Smartphone,True,0.37,"Poor Sleep, Anxiety",Urban,11-15,2025-10-30,Weekday,1.6280000000000001,2.7720000000000002
18,Female,3.77,Smartphone,True,0.41,Poor Sleep,Urban,16-20,2025-10-14,Weekday,1.5456999999999999,2.2243000000000004
16,Male,4.21,Laptop,True,0.5,Poor Sleep,Urban,16-20,2025-10-01,Weekday,2.105,2.105
12,Male,3.49,Laptop,True,0.37,Poor Sleep,Urban,11-15,2025-10-02,Weekday,1.2913000000000001,2.1987
10,Female,1.53,Tablet,False,0.47,None,Rural,6-10,2025-10-06,Weekday,0.7191,0.8109000000000001
12,Female,3.0,Smartphone,False,0.36,None,Rural,11-15,2025-10-17,Weekday,1.08,1.92
12,Female,2.72,Smartphone,False,0.45,None,Urban,11-15,2025-10-18,Weekend,1.2240000000000002,1.496
12,Male,5.04,Smartphone,True,0.34,Anxiety,Rural,11-15,2025-10-02,Weekday,1.7136000000000002,3.3263999999999996
10,Female,2.26,TV,True,0.51,None,Urban,6-10,2025-10-01,Weekday,1.1525999999999998,1.1074
18,Male,3.76,Laptop,True,0.31,Obesity Risk,Rural,16-20,2025-10-27,Weekday,1.1656,2.5944
17,Male,3.41,TV,True,0.32,"Poor Sleep, Anxiety",Rural,16-20,2025-10-30,Weekday,1.0912000000000002,2.3188
11,Male,5.23,Smartphone,True,0.44,Eye Strain,Rural,11-15,2025-10-26,Weekend,2.3012,2.9288000000000003
16,Female,5.98,Smartphone,True,0.3,Poor Sleep,Urban,16-20,2025-10-08,Weekday,1.794,4.186
17,Male,5.02,Smartphone,True,0.45,Eye Strain,Urban,16-20,2025-10-06,Weekday,2.259,2.7609999999999997
9,Male,3.93,TV,True,0.55,"Poor Sleep, Anxiety",Urban,6-10,2025-10-20,Weekday,2.1615,1.7685
15,Male,4.1,Tablet,True,0.38,"Poor Sleep, Eye Strain, Obesity Risk",Urban,11-15,2025-10-04,Weekend,1.5579999999999998,2.542
15,Female,4.6,Laptop,True,0.33,Poor Sleep,Urban,11-15,2025-10-22,Weekday,1.518,3.082
14,Male,3.09,TV,True,0.36,Poor Sleep,Urban,11-15,2025-10-15,Weekday,1.1123999999999998,1.9776
15,Female,3.69,Laptop,True,0.46,Poor Sleep,Urban,11-15,2025-10-13,Weekday,1.6974,1.9926
10,Male,3.42,Smartphone,True,0.4,Poor Sleep,Urban,6-10,2025-10-12,Weekend,1.368,2.0519999999999996
13,Female,3.64,Smartphone,True,0.38,Eye Strain,Urban,11-15,2025-10-29,Weekday,1.3832,2.2568
8,Female,0.37,TV,False,0.53,None,Urban,6-10,2025-10-09,Weekday,0.1961,0.1739
14,Male,5.02,Laptop,True,0.37,None,Urban,11-15,2025-10-03,Weekday,1.8573999999999997,3.1626
8,Female,6.02,Smartphone,True,0.6,None,Rural,6-10,2025-10-17,Weekday,3.6119999999999997,2.408
16,Female,3.81,Smartphone,True,0.37,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-10,Weekday,1.4097,2.4003
8,Male,0.66,Smartphone,False,0.45,None,Urban,6-10,2025-10-10,Weekday,0.29700000000000004,0.363
8,Male,6.05,TV,True,0.55,Anxiety,Urban,6-10,2025-10-04,Weekend,3.3275,2.7224999999999997
14,Male,6.16,Smartphone,True,0.44,Poor Sleep,Urban,11-15,2025-10-22,Weekday,2.7104,3.4496
9,Female,4.91,Smartphone,True,0.5,"Poor Sleep, Anxiety",Urban,6-10,2025-10-22,Weekday,2.455,2.455
12,Male,3.55,TV,True,0.36,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-19,Weekend,1.2779999999999998,2.2720000000000002
15,Male,6.66,Laptop,True,0.32,None,Urban,11-15,2025-10-25,Weekend,2.1312,4.5288
15,Female,2.9,Smartphone,False,0.38,None,Rural,11-15,2025-10-27,Weekday,1.1019999999999999,1.798
10,Male,3.0,TV,True,0.51,None,Urban,6-10,2025-10-13,Weekday,1.53,1.47
14,Male,5.87,Smartphone,True,0.35,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-03,Weekday,2.0545,3.8155
10,Male,4.12,Smartphone,True,0.44,Poor Sleep,Rural,6-10,2025-10-08,Weekday,1.8128,2.3072
13,Female,5.04,Tablet,True,0.42,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-01,Weekday,2.1168,2.9232
13,Male,3.08,Laptop,True,0.38,Poor Sleep,Urban,11-15,2025-10-16,Weekday,1.1704,1.9096
10,Male,6.06,TV,True,0.53,"Poor Sleep, Anxiety",Rural,6-10,2025-10-11,Weekend,3.2117999999999998,2.8482
14,Male,3.73,Smartphone,True,0.43,Anxiety,Rural,11-15,2025-10-22,Weekday,1.6038999999999999,2.1261
10,Female,0.0,TV,False,0.52,None,Urban,6-10,2025-10-25,Weekend,0.0,0.0
15,Male,5.64,Smartphone,True,0.46,Poor Sleep,Urban,11-15,2025-10-09,Weekday,2.5944,3.0456
17,Female,2.95,Tablet,False,0.49,None,Rural,16-20,2025-10-01,Weekday,1.4455,1.5045000000000002
11,Male,6.12,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-21,Weekday,2.4480000000000004,3.6719999999999997
8,Female,6.65,Smartphone,True,0.44,None,Urban,6-10,2025-10-14,Weekday,2.926,3.724
11,Male,3.94,Laptop,True,0.33,Poor Sleep,Urban,11-15,2025-10-03,Weekday,1.3002,2.6398
14,Female,3.48,Smartphone,True,0.45,"Poor Sleep, Anxiety",Urban,11-15,2025-10-31,Weekday,1.566,1.914
18,Male,5.1,TV,True,0.3,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-24,Weekday,1.5299999999999998,3.57
11,Female,4.49,Smartphone,True,0.47,None,Urban,11-15,2025-10-26,Weekend,2.1103,2.3797
13,Male,5.03,Smartphone,True,0.33,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-27,Weekday,1.6599000000000002,3.3701
16,Male,4.07,TV,True,0.43,"Poor Sleep, Anxiety",Rural,16-20,2025-10-01,Weekday,1.7501,2.3199000000000005
8,Female,6.99,Tablet,True,0.51,"Poor Sleep, Eye Strain",Urban,6-10,2025-10-19,Weekend,3.5649,3.4251
12,Female,4.32,Smartphone,True,0.4,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-28,Weekday,1.7280000000000002,2.592
18,Male,5.83,Smartphone,True,0.44,Poor Sleep,Rural,16-20,2025-10-29,Weekday,2.5652,3.2648
14,Male,3.07,Smartphone,True,0.36,"Poor Sleep, Anxiety",Rural,11-15,2025-10-12,Weekend,1.1052,1.9647999999999999
8,Male,5.74,TV,True,0.44,Poor Sleep,Urban,6-10,2025-10-30,Weekday,2.5256000000000003,3.2144
11,Female,4.04,Tablet,True,0.36,Poor Sleep,Rural,11-15,2025-10-02,Weekday,1.4544,2.5856000000000003
13,Male,5.02,Smartphone,True,0.31,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-10,Weekday,1.5561999999999998,3.4638
9,Female,0.0,Smartphone,False,0.44,None,Rural,6-10,2025-10-27,Weekday,0.0,0.0
17,Female,3.16,TV,True,0.39,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-01,Weekday,1.2324000000000002,1.9276
12,Female,6.37,Smartphone,True,0.3,"Poor Sleep, Anxiety",Rural,11-15,2025-10-03,Weekday,1.911,4.459
18,Female,5.29,TV,True,0.49,Anxiety,Rural,16-20,2025-10-27,Weekday,2.5921,2.6979
17,Female,5.6,Smartphone,True,0.47,Anxiety,Urban,16-20,2025-10-01,Weekday,2.6319999999999997,2.968
8,Female,0.0,Tablet,False,0.54,None,Rural,6-10,2025-10-27,Weekday,0.0,0.0
13,Female,2.79,Laptop,False,0.43,None,Rural,11-15,2025-10-20,Weekday,1.1997,1.5903
13,Female,3.41,TV,True,0.43,Obesity Risk,Urban,11-15,2025-10-01,Weekday,1.4663,1.9437000000000002
11,Male,4.74,TV,True,0.42,Eye Strain,Rural,11-15,2025-10-14,Weekday,1.9908000000000001,2.7492
15,Female,4.07,Smartphone,True,0.41,Poor Sleep,Rural,11-15,2025-10-12,Weekend,1.6687,2.4013
11,Male,1.91,Smartphone,False,0.46,None,Urban,11-15,2025-10-10,Weekday,0.8786,1.0313999999999999
15,Male,5.98,TV,True,0.42,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-30,Weekday,2.5116,3.4684000000000004
15,Male,5.05,Smartphone,True,0.48,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-15,Weekday,2.424,2.626
12,Male,5.21,TV,True,0.5,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-24,Weekday,2.605,2.605
11,Female,5.71,TV,True,0.4,Poor Sleep,Urban,11-15,2025-10-25,Weekend,2.2840000000000003,3.4259999999999997
9,Female,2.7,Smartphone,True,0.49,None,Urban,6-10,2025-10-02,Weekday,1.323,1.3770000000000002
18,Female,4.16,TV,True,0.31,Poor Sleep,Rural,16-20,2025-10-12,Weekend,1.2896,2.8704
10,Male,5.29,TV,True,0.43,None,Urban,6-10,2025-10-12,Weekend,2.2747,3.0153
10,Male,6.91,Tablet,True,0.44,None,Rural,6-10,2025-10-27,Weekday,3.0404,3.8696
11,Female,3.84,Tablet,True,0.45,"Poor Sleep, Eye Strain, Anxiety",Rural,11-15,2025-10-05,Weekend,1.728,2.112
11,Male,5.71,Smartphone,True,0.46,Poor Sleep,Rural,11-15,2025-10-08,Weekday,2.6266000000000003,3.0833999999999997
17,Female,4.73,Tablet,True,0.4,Poor Sleep,Urban,16-20,2025-10-19,Weekend,1.8920000000000003,2.838
18,Female,5.85,Laptop,True,0.47,"Eye Strain, Obesity Risk",Rural,16-20,2025-10-23,Weekday,2.7495,3.1005
18,Female,6.42,Smartphone,True,0.41,"Eye Strain, Anxiety, Obesity Risk",Rural,16-20,2025-10-08,Weekday,2.6321999999999997,3.7878000000000003
12,Female,5.86,TV,True,0.47,Poor Sleep,Urban,11-15,2025-10-16,Weekday,2.7542,3.1058000000000003
11,Male,5.89,Smartphone,True,0.49,Poor Sleep,Urban,11-15,2025-10-08,Weekday,2.8861,3.0039
18,Male,2.12,TV,False,0.48,None,Rural,16-20,2025-10-26,Weekend,1.0176,1.1024
17,Female,4.0,Smartphone,True,0.47,Eye Strain,Urban,16-20,2025-10-05,Weekend,1.88,2.12
15,Female,4.2,Smartphone,True,0.46,Eye Strain,Rural,11-15,2025-10-12,Weekend,1.9320000000000002,2.268
13,Male,6.44,Smartphone,True,0.34,"Poor Sleep, Eye Strain",Urban,11-15,2025-10-25,Weekend,2.1896000000000004,4.2504
13,Male,4.75,Smartphone,True,0.38,"Poor Sleep, Anxiety",Urban,11-15,2025-10-12,Weekend,1.805,2.9450000000000003
15,Female,4.45,TV,True,0.38,Poor Sleep,Urban,11-15,2025-10-31,Weekday,1.691,2.7590000000000003
14,Female,3.8,TV,True,0.3,Obesity Risk,Rural,11-15,2025-10-24,Weekday,1.14,2.66
17,Female,5.62,Smartphone,True,0.41,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-21,Weekday,2.3042,3.3158000000000003
18,Female,3.49,Smartphone,True,0.4,Poor Sleep,Urban,16-20,2025-10-07,Weekday,1.3960000000000001,2.0940000000000003
17,Female,4.57,Smartphone,True,0.49,Obesity Risk,Urban,16-20,2025-10-25,Weekend,2.2393,2.3307
15,Male,3.54,Tablet,True,0.3,"Poor Sleep, Anxiety",Rural,11-15,2025-10-08,Weekday,1.062,2.4779999999999998
9,Female,4.06,Tablet,True,0.51,None,Rural,6-10,2025-10-08,Weekday,2.0705999999999998,1.9893999999999998
16,Male,6.64,Smartphone,True,0.38,Poor Sleep,Urban,16-20,2025-10-09,Weekday,2.5232,4.1168
8,Male,3.34,Smartphone,True,0.44,Poor Sleep,Urban,6-10,2025-10-21,Weekday,1.4696,1.8703999999999998
15,Male,4.08,Laptop,True,0.39,"Eye Strain, Anxiety, Obesity Risk",Rural,11-15,2025-10-06,Weekday,1.5912000000000002,2.4888
18,Male,6.96,TV,True,0.39,Eye Strain,Rural,16-20,2025-10-24,Weekday,2.7144,4.2456
11,Male,4.12,TV,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban,11-15,2025-10-24,Weekday,1.7304,2.3896
11,Female,3.77,Smartphone,True,0.37,Eye Strain,Urban,11-15,2025-10-17,Weekday,1.3949,2.3750999999999998
12,Female,4.14,Tablet,True,0.43,Poor Sleep,Urban,11-15,2025-10-10,Weekday,1.7801999999999998,2.3598
15,Male,4.61,Laptop,True,0.36,"Poor Sleep, Eye Strain",Rural,11-15,2025-10-04,Weekend,1.6596,2.9504
12,Male,3.99,Smartphone,True,0.36,"Eye Strain, Anxiety",Urban,11-15,2025-10-27,Weekday,1.4364000000000001,2.5536000000000003
15,Female,3.9,TV,True,0.36,Poor Sleep,Urban,11-15,2025-10-22,Weekday,1.404,2.496
17,Male,4.66,Laptop,True,0.31,Poor Sleep,Urban,16-20,2025-10-23,Weekday,1.4446,3.2154
8,Female,2.22,TV,True,0.53,None,Rural,6-10,2025-10-22,Weekday,1.1766,1.0434
17,Male,4.24,Smartphone,True,0.36,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20,2025-10-29,Weekday,1.5264,2.7136000000000005
16,Female,4.01,TV,True,0.45,None,Urban,16-20,2025-10-26,Weekend,1.8045,2.2055
13,Female,4.27,Smartphone,True,0.33,Poor Sleep,Urban,11-15,2025-10-01,Weekday,1.4091,2.8608999999999996
10,Female,5.12,Smartphone,True,0.42,"Poor Sleep, Eye Strain, Obesity Risk",Urban,6-10,2025-10-11,Weekend,2.1504,2.9696000000000002
15,Male,4.49,Smartphone,True,0.32,None,Rural,11-15,2025-10-23,Weekday,1.4368,3.0532000000000004
16,Male,3.97,Smartphone,True,0.33,Poor Sleep,Rural,16-20,2025-10-26,Weekend,1.3101,2.6599000000000004
13,Female,2.11,Smartphone,False,0.45,None,Urban,11-15,2025-10-24,Weekday,0.9495,1.1604999999999999
18,Male,4.54,Smartphone,True,0.42,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-12,Weekend,1.9068,2.6332
14,Male,3.66,TV,True,0.35,"Eye Strain, Anxiety",Urban,11-15,2025-10-30,Weekday,1.281,2.3790000000000004
8,Female,0.0,Smartphone,False,0.43,None,Urban,6-10,2025-10-26,Weekend,0.0,0.0
12,Female,4.07,Smartphone,True,0.47,Obesity Risk,Urban,11-15,2025-10-05,Weekend,1.9129,2.1571000000000002
12,Male,3.99,Smartphone,True,0.36,"Poor Sleep, Obesity Risk",Urban,11-15,2025-10-02,Weekday,1.4364000000000001,2.5536000000000003
17,Male,4.51,Smartphone,True,0.31,"Poor Sleep, Eye Strain",Urban,16-20,2025-10-26,Weekend,1.3981,3.1119
11,Male,4.49,Tablet,True,0.44,Poor Sleep,Urban,11-15,2025-10-06,Weekday,1.9756,2.5144
13,Male,3.99,TV,True,0.49,Poor Sleep,Urban,11-15,2025-10-04,Weekend,1.9551,2.0349000000000004
14,Male,3.73,Smartphone,True,0.32,"Poor Sleep, Anxiety",Rural,11-15,2025-10-20,Weekday,1.1936,2.5364
16,Male,6.2,TV,True,0.4,Poor Sleep,Urban,16-20,2025-10-06,Weekday,2.4800000000000004,3.7199999999999998
8,Male,4.56,TV,True,0.58,"Poor Sleep, Anxiety",Urban,6-10,2025-10-25,Weekend,2.6447999999999996,1.9152
13,Male,4.05,Smartphone,True,0.41,None,Urban,11-15,2025-10-03,Weekday,1.6604999999999999,2.3895
14,Male,4.97,Smartphone,True,0.4,Obesity Risk,Rural,11-15,2025-10-01,Weekday,1.988,2.9819999999999998
10,Female,8.49,Smartphone,True,0.41,"Eye Strain, Anxiety",Rural,6-10,2025-10-23,Weekday,3.4808999999999997,5.0091
15,Male,5.17,Smartphone,True,0.42,Poor Sleep,Urban,11-15,2025-10-22,Weekday,2.1713999999999998,2.9986
12,Male,4.85,Laptop,True,0.32,None,Urban,11-15,2025-10-18,Weekend,1.5519999999999998,3.298
16,Male,4.53,TV,True,0.35,Anxiety,Rural,16-20,2025-10-29,Weekday,1.5855,2.9445000000000006
12,Female,4.22,Laptop,True,0.38,Poor Sleep,Urban,11-15,2025-10-17,Weekday,1.6036,2.6163999999999996
16,Male,5.76,TV,True,0.44,"Poor Sleep, Anxiety",Urban,16-20,2025-10-04,Weekend,2.5343999999999998,3.2256
17,Male,5.42,TV,True,0.37,None,Rural,16-20,2025-10-15,Weekday,2.0054,3.4146
11,Female,5.45,Smartphone,True,0.39,None,Urban,11-15,2025-10-12,Weekend,2.1255,3.3245
16,Female,5.1,Tablet,True,0.32,Anxiety,Rural,16-20,2025-10-29,Weekday,1.632,3.468
12,Female,2.55,Smartphone,False,0.33,None,Urban,11-15,2025-10-09,Weekday,0.8415,1.7085
17,Male,4.81,Laptop,True,0.44,None,Urban,16-20,2025-10-17,Weekday,2.1164,2.6935999999999996
16,Female,5.93,Laptop,True,0.42,"Poor Sleep, Eye Strain, Anxiety",Urban,16-20,2025-10-06,Weekday,2.4905999999999997,3.4394
10,Female,2.81,Smartphone,True,0.47,None,Urban,6-10,2025-10-04,Weekend,1.3207,1.4893
11,Female,4.54,Laptop,True,0.43,Obesity Risk,Urban,11-15,2025-10-02,Weekday,1.9522,2.5878
16,Female,2.96,Smartphone,False,0.47,None,Urban,16-20,2025-10-10,Weekday,1.3912,1.5688
17,Female,3.3,Tablet,True,0.44,Poor Sleep,Urban,16-20,2025-10-19,Weekend,1.452,1.8479999999999999
18,Male,4.69,Tablet,True,0.43,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-19,Weekend,2.0167,2.6733000000000002
13,Female,4.61,Tablet,True,0.33,"Poor Sleep, Obesity Risk",Rural,11-15,2025-10-31,Weekday,1.5213,3.0887000000000002
9,Female,0.99,Tablet,False,0.6,None,Urban,6-10,2025-10-25,Weekend,0.594,0.396
14,Female,6.13,Tablet,True,0.39,"Eye Strain, Obesity Risk",Rural,11-15,2025-10-13,Weekday,2.3907,3.7393
9,Male,10.17,Smartphone,True,0.6,Poor Sleep,Urban,6-10,2025-10-03,Weekday,6.101999999999999,4.0680000000000005
18,Female,5.63,TV,True,0.42,"Poor Sleep, Eye Strain",Rural,16-20,2025-10-25,Weekend,2.3646,3.2654
9,Female,9.79,TV,True,0.43,None,Urban,6-10,2025-10-06,Weekday,4.2097,5.580299999999999
18,Male,2.52,Smartphone,False,0.38,None,Rural,16-20,2025-10-18,Weekend,0.9576,1.5624
